from,to
VAR-00125,EQUIPMENT_OLD
VAR-00126,GOLD_PRICE_UP
VAR-00127,EQUIPMENT_OLD
VAR-00128,EQUIPMENT_OLD
VAR-00129,OVERUSE
VAR-00130,EQUIPMENT_OLD
VAR-00131,LOW_VOLUME
VAR-00132,GOLD_PRICE_UP
VAR-00133,EQUIPMENT_OLD
VAR-00134,EQUIPMENT_OLD
VAR-00135,SUPPLIER_ISSUE
VAR-00136,NEW_WORKER
VAR-00137,EQUIPMENT_OLD
VAR-00138,SUPPLIER_ISSUE
VAR-00139,NEW_WORKER
VAR-00140,EQUIPMENT_OLD
VAR-00141,OVERUSE
VAR-00142,NEW_WORKER
VAR-00143,EQUIPMENT_OLD
VAR-00144,SUPPLIER_ISSUE
VAR-00145,NEW_WORKER
VAR-00146,LOW_VOLUME
VAR-00147,OVERUSE
VAR-00148,NEW_WORKER
VAR-00149,EQUIPMENT_OLD
VAR-00150,SUPPLIER_ISSUE
VAR-00151,NEW_WORKER
VAR-00152,LOW_VOLUME
VAR-00153,OVERUSE
VAR-00154,EQUIPMENT_OLD
VAR-00155,LOW_VOLUME
VAR-00156,SUPPLIER_ISSUE
VAR-00157,EQUIPMENT_OLD
VAR-00158,LOW_VOLUME
VAR-00159,SUPPLIER_ISSUE
VAR-00160,NEW_WORKER
VAR-00161,EQUIPMENT_OLD
VAR-00162,OVERUSE
VAR-00163,EQUIPMENT_OLD
VAR-00164,EQUIPMENT_OLD
VAR-00165,GOLD_PRICE_UP
VAR-00166,EQUIPMENT_OLD
VAR-00167,LOW_VOLUME
VAR-00168,SUPPLIER_ISSUE
VAR-00169,EQUIPMENT_OLD
VAR-00170,LOW_VOLUME
VAR-00171,SUPPLIER_ISSUE
VAR-00172,EQUIPMENT_OLD
VAR-00173,EQUIPMENT_OLD
VAR-00174,SUPPLIER_ISSUE
VAR-00175,NEW_WORKER
VAR-00176,EQUIPMENT_OLD
VAR-00177,SUPPLIER_ISSUE
VAR-00178,EQUIPMENT_OLD
VAR-00179,EQUIPMENT_OLD
VAR-00180,SUPPLIER_ISSUE
VAR-00181,EQUIPMENT_OLD
VAR-00182,EQUIPMENT_OLD
VAR-00183,SUPPLIER_ISSUE
VAR-00184,NEW_WORKER
VAR-00185,EQUIPMENT_OLD
VAR-00186,OVERUSE
VAR-00187,NEW_WORKER
VAR-00188,LOW_VOLUME
VAR-00189,OVERUSE
VAR-00190,EQUIPMENT_OLD
VAR-00191,EQUIPMENT_OLD
VAR-00192,GOLD_PRICE_UP
VAR-00193,EQUIPMENT_OLD
VAR-00194,LOW_VOLUME
VAR-00195,OVERUSE
VAR-00196,EQUIPMENT_OLD
VAR-00197,LOW_VOLUME
VAR-00198,GOLD_PRICE_UP
VAR-00199,NEW_WORKER
VAR-00200,LOW_VOLUME
VAR-00201,SUPPLIER_ISSUE
VAR-00202,NEW_WORKER
VAR-00203,LOW_VOLUME
VAR-00204,OVERUSE
VAR-00205,EQUIPMENT_OLD
VAR-00206,EQUIPMENT_OLD
VAR-00207,OVERUSE
VAR-00208,EQUIPMENT_OLD
VAR-00209,EQUIPMENT_OLD
VAR-00210,OVERUSE
VAR-00211,NEW_WORKER
VAR-00212,EQUIPMENT_OLD
VAR-00213,GOLD_PRICE_UP
VAR-00214,NEW_WORKER
VAR-00215,EQUIPMENT_OLD
VAR-00216,OVERUSE
VAR-00217,EQUIPMENT_OLD
VAR-00218,LOW_VOLUME
VAR-00219,SUPPLIER_ISSUE
VAR-00220,EQUIPMENT_OLD
VAR-00221,LOW_VOLUME
VAR-00222,SUPPLIER_ISSUE
VAR-00223,NEW_WORKER
VAR-00224,EQUIPMENT_OLD
VAR-00225,OVERUSE
VAR-00226,EQUIPMENT_OLD
VAR-00227,EQUIPMENT_OLD
VAR-00228,GOLD_PRICE_UP
VAR-00229,EQUIPMENT_OLD
VAR-00230,EQUIPMENT_OLD
VAR-00231,OVERUSE
VAR-00232,EQUIPMENT_OLD
VAR-00233,LOW_VOLUME
VAR-00234,GOLD_PRICE_UP
VAR-00235,NEW_WORKER
VAR-00236,LOW_VOLUME
VAR-00237,OVERUSE
VAR-00238,NEW_WORKER
VAR-00239,EQUIPMENT_OLD
VAR-00240,OVERUSE
VAR-00241,EQUIPMENT_OLD
VAR-00242,LOW_VOLUME
VAR-00243,OVERUSE
VAR-00244,NEW_WORKER
VAR-00245,LOW_VOLUME
VAR-00246,SUPPLIER_ISSUE
VAR-00247,EQUIPMENT_OLD
VAR-00248,EQUIPMENT_OLD
VAR-00249,SUPPLIER_ISSUE
VAR-00250,NEW_WORKER
VAR-00251,EQUIPMENT_OLD
VAR-00252,OVERUSE
VAR-00253,NEW_WORKER
VAR-00254,LOW_VOLUME
VAR-00255,GOLD_PRICE_UP
VAR-00256,EQUIPMENT_OLD
VAR-00257,LOW_VOLUME
VAR-00258,OVERUSE
VAR-00259,EQUIPMENT_OLD
VAR-00260,LOW_VOLUME
VAR-00261,SUPPLIER_ISSUE
VAR-00262,EQUIPMENT_OLD
VAR-00263,LOW_VOLUME
VAR-00264,GOLD_PRICE_UP
VAR-00265,LOW_VOLUME
VAR-00266,OVERUSE
VAR-00267,EQUIPMENT_OLD
VAR-00268,EQUIPMENT_OLD
VAR-00269,SUPPLIER_ISSUE
VAR-00270,NEW_WORKER
VAR-00271,EQUIPMENT_OLD
VAR-00272,OVERUSE
VAR-00273,EQUIPMENT_OLD
VAR-00274,EQUIPMENT_OLD
VAR-00275,OVERUSE
VAR-00276,EQUIPMENT_OLD
VAR-00277,LOW_VOLUME
VAR-00278,OVERUSE
VAR-00279,NEW_WORKER
VAR-00280,LOW_VOLUME
VAR-00281,SUPPLIER_ISSUE
VAR-00282,EQUIPMENT_OLD
VAR-00283,EQUIPMENT_OLD
VAR-00284,OVERUSE
VAR-00285,EQUIPMENT_OLD
VAR-00286,LOW_VOLUME
VAR-00287,GOLD_PRICE_UP
VAR-00288,NEW_WORKER
VAR-00289,LOW_VOLUME
VAR-00290,SUPPLIER_ISSUE
VAR-00291,EQUIPMENT_OLD
VAR-00292,LOW_VOLUME
VAR-00293,GOLD_PRICE_UP
VAR-00294,NEW_WORKER
VAR-00295,EQUIPMENT_OLD
VAR-00296,SUPPLIER_ISSUE
VAR-00297,NEW_WORKER
VAR-00298,EQUIPMENT_OLD
