from,to
STATE-PROD-V-NAND-V01-2025-04,STATE-PROD-V-NAND-V01-2025-05
STATE-PROD-DDR4-V02-2025-04,STATE-PROD-DDR4-V02-2025-05
STATE-PROD-V-NAND-V03-2025-04,STATE-PROD-V-NAND-V03-2025-05
STATE-PROD-DDR4-V04-2025-04,STATE-PROD-DDR4-V04-2025-05
STATE-PROD-V-NAND-V05-2025-04,STATE-PROD-V-NAND-V05-2025-05
STATE-PROD-DDR4-V06-2025-04,STATE-PROD-DDR4-V06-2025-05
STATE-PROD-V-NAND-V07-2025-04,STATE-PROD-V-NAND-V07-2025-05
STATE-PROD-DDR4-V08-2025-04,STATE-PROD-DDR4-V08-2025-05
STATE-PROD-V-NAND-V09-2025-04,STATE-PROD-V-NAND-V09-2025-05
STATE-PROD-DDR4-V10-2025-04,STATE-PROD-DDR4-V10-2025-05
STATE-PROD-V-NAND-V11-2025-04,STATE-PROD-V-NAND-V11-2025-05
STATE-PROD-DDR4-V12-2025-04,STATE-PROD-DDR4-V12-2025-05
STATE-PROD-V-NAND-V13-2025-04,STATE-PROD-V-NAND-V13-2025-05
STATE-PROD-DDR4-V14-2025-04,STATE-PROD-DDR4-V14-2025-05
STATE-PROD-V-NAND-V15-2025-04,STATE-PROD-V-NAND-V15-2025-05
STATE-PROD-DDR4-V16-2025-04,STATE-PROD-DDR4-V16-2025-05
STATE-PROD-V-NAND-V17-2025-04,STATE-PROD-V-NAND-V17-2025-05
STATE-PROD-DDR4-V18-2025-04,STATE-PROD-DDR4-V18-2025-05
STATE-PROD-V-NAND-V19-2025-04,STATE-PROD-V-NAND-V19-2025-05
STATE-PROD-DDR4-V20-2025-04,STATE-PROD-DDR4-V20-2025-05
STATE-PROD-HBM3E-2025-05,STATE-PROD-HBM3E-2025-06
STATE-PROD-DDR5-2025-05,STATE-PROD-DDR5-2025-06
STATE-PROD-NAND-238L-2025-05,STATE-PROD-NAND-238L-2025-06
STATE-PROD-V-NAND-V01-2025-05,STATE-PROD-V-NAND-V01-2025-06
STATE-PROD-DDR4-V02-2025-05,STATE-PROD-DDR4-V02-2025-06
STATE-PROD-V-NAND-V03-2025-05,STATE-PROD-V-NAND-V03-2025-06
STATE-PROD-DDR4-V04-2025-05,STATE-PROD-DDR4-V04-2025-06
STATE-PROD-V-NAND-V05-2025-05,STATE-PROD-V-NAND-V05-2025-06
STATE-PROD-DDR4-V06-2025-05,STATE-PROD-DDR4-V06-2025-06
STATE-PROD-V-NAND-V07-2025-05,STATE-PROD-V-NAND-V07-2025-06
STATE-PROD-DDR4-V08-2025-05,STATE-PROD-DDR4-V08-2025-06
STATE-PROD-V-NAND-V09-2025-05,STATE-PROD-V-NAND-V09-2025-06
STATE-PROD-DDR4-V10-2025-05,STATE-PROD-DDR4-V10-2025-06
STATE-PROD-V-NAND-V11-2025-05,STATE-PROD-V-NAND-V11-2025-06
STATE-PROD-DDR4-V12-2025-05,STATE-PROD-DDR4-V12-2025-06
STATE-PROD-V-NAND-V13-2025-05,STATE-PROD-V-NAND-V13-2025-06
STATE-PROD-DDR4-V14-2025-05,STATE-PROD-DDR4-V14-2025-06
STATE-PROD-V-NAND-V15-2025-05,STATE-PROD-V-NAND-V15-2025-06
STATE-PROD-DDR4-V16-2025-05,STATE-PROD-DDR4-V16-2025-06
STATE-PROD-V-NAND-V17-2025-05,STATE-PROD-V-NAND-V17-2025-06
STATE-PROD-DDR4-V18-2025-05,STATE-PROD-DDR4-V18-2025-06
STATE-PROD-V-NAND-V19-2025-05,STATE-PROD-V-NAND-V19-2025-06
STATE-PROD-DDR4-V20-2025-05,STATE-PROD-DDR4-V20-2025-06
STATE-PROD-HBM3E-2025-06,STATE-PROD-HBM3E-2025-07
STATE-PROD-DDR5-2025-06,STATE-PROD-DDR5-2025-07
STATE-PROD-NAND-238L-2025-06,STATE-PROD-NAND-238L-2025-07
STATE-PROD-V-NAND-V01-2025-06,STATE-PROD-V-NAND-V01-2025-07
STATE-PROD-DDR4-V02-2025-06,STATE-PROD-DDR4-V02-2025-07
STATE-PROD-V-NAND-V03-2025-06,STATE-PROD-V-NAND-V03-2025-07
STATE-PROD-DDR4-V04-2025-06,STATE-PROD-DDR4-V04-2025-07
STATE-PROD-V-NAND-V05-2025-06,STATE-PROD-V-NAND-V05-2025-07
STATE-PROD-DDR4-V06-2025-06,STATE-PROD-DDR4-V06-2025-07
STATE-PROD-V-NAND-V07-2025-06,STATE-PROD-V-NAND-V07-2025-07
STATE-PROD-DDR4-V08-2025-06,STATE-PROD-DDR4-V08-2025-07
STATE-PROD-V-NAND-V09-2025-06,STATE-PROD-V-NAND-V09-2025-07
STATE-PROD-DDR4-V10-2025-06,STATE-PROD-DDR4-V10-2025-07
STATE-PROD-V-NAND-V11-2025-06,STATE-PROD-V-NAND-V11-2025-07
STATE-PROD-DDR4-V12-2025-06,STATE-PROD-DDR4-V12-2025-07
STATE-PROD-V-NAND-V13-2025-06,STATE-PROD-V-NAND-V13-2025-07
STATE-PROD-DDR4-V14-2025-06,STATE-PROD-DDR4-V14-2025-07
STATE-PROD-V-NAND-V15-2025-06,STATE-PROD-V-NAND-V15-2025-07
STATE-PROD-DDR4-V16-2025-06,STATE-PROD-DDR4-V16-2025-07
STATE-PROD-V-NAND-V17-2025-06,STATE-PROD-V-NAND-V17-2025-07
STATE-PROD-DDR4-V18-2025-06,STATE-PROD-DDR4-V18-2025-07
STATE-PROD-V-NAND-V19-2025-06,STATE-PROD-V-NAND-V19-2025-07
STATE-PROD-DDR4-V20-2025-06,STATE-PROD-DDR4-V20-2025-07
STATE-PROD-HBM3E-2025-07,STATE-PROD-HBM3E-2025-08
STATE-PROD-DDR5-2025-07,STATE-PROD-DDR5-2025-08
STATE-PROD-NAND-238L-2025-07,STATE-PROD-NAND-238L-2025-08
STATE-PROD-V-NAND-V01-2025-07,STATE-PROD-V-NAND-V01-2025-08
STATE-PROD-DDR4-V02-2025-07,STATE-PROD-DDR4-V02-2025-08
STATE-PROD-V-NAND-V03-2025-07,STATE-PROD-V-NAND-V03-2025-08
STATE-PROD-DDR4-V04-2025-07,STATE-PROD-DDR4-V04-2025-08
STATE-PROD-V-NAND-V05-2025-07,STATE-PROD-V-NAND-V05-2025-08
STATE-PROD-DDR4-V06-2025-07,STATE-PROD-DDR4-V06-2025-08
STATE-PROD-V-NAND-V07-2025-07,STATE-PROD-V-NAND-V07-2025-08
STATE-PROD-DDR4-V08-2025-07,STATE-PROD-DDR4-V08-2025-08
STATE-PROD-V-NAND-V09-2025-07,STATE-PROD-V-NAND-V09-2025-08
STATE-PROD-DDR4-V10-2025-07,STATE-PROD-DDR4-V10-2025-08
STATE-PROD-V-NAND-V11-2025-07,STATE-PROD-V-NAND-V11-2025-08
STATE-PROD-DDR4-V12-2025-07,STATE-PROD-DDR4-V12-2025-08
STATE-PROD-V-NAND-V13-2025-07,STATE-PROD-V-NAND-V13-2025-08
STATE-PROD-DDR4-V14-2025-07,STATE-PROD-DDR4-V14-2025-08
STATE-PROD-V-NAND-V15-2025-07,STATE-PROD-V-NAND-V15-2025-08
STATE-PROD-DDR4-V16-2025-07,STATE-PROD-DDR4-V16-2025-08
STATE-PROD-V-NAND-V17-2025-07,STATE-PROD-V-NAND-V17-2025-08
STATE-PROD-DDR4-V18-2025-07,STATE-PROD-DDR4-V18-2025-08
STATE-PROD-V-NAND-V19-2025-07,STATE-PROD-V-NAND-V19-2025-08
STATE-PROD-DDR4-V20-2025-07,STATE-PROD-DDR4-V20-2025-08
STATE-PROD-HBM3E-2025-08,STATE-PROD-HBM3E-2025-09
STATE-PROD-DDR5-2025-08,STATE-PROD-DDR5-2025-09
STATE-PROD-NAND-238L-2025-08,STATE-PROD-NAND-238L-2025-09
STATE-PROD-V-NAND-V01-2025-08,STATE-PROD-V-NAND-V01-2025-09
STATE-PROD-DDR4-V02-2025-08,STATE-PROD-DDR4-V02-2025-09
STATE-PROD-V-NAND-V03-2025-08,STATE-PROD-V-NAND-V03-2025-09
STATE-PROD-DDR4-V04-2025-08,STATE-PROD-DDR4-V04-2025-09
STATE-PROD-V-NAND-V05-2025-08,STATE-PROD-V-NAND-V05-2025-09
STATE-PROD-DDR4-V06-2025-08,STATE-PROD-DDR4-V06-2025-09
STATE-PROD-V-NAND-V07-2025-08,STATE-PROD-V-NAND-V07-2025-09
STATE-PROD-DDR4-V08-2025-08,STATE-PROD-DDR4-V08-2025-09
STATE-PROD-V-NAND-V09-2025-08,STATE-PROD-V-NAND-V09-2025-09
STATE-PROD-DDR4-V10-2025-08,STATE-PROD-DDR4-V10-2025-09
STATE-PROD-V-NAND-V11-2025-08,STATE-PROD-V-NAND-V11-2025-09
STATE-PROD-DDR4-V12-2025-08,STATE-PROD-DDR4-V12-2025-09
STATE-PROD-V-NAND-V13-2025-08,STATE-PROD-V-NAND-V13-2025-09
STATE-PROD-DDR4-V14-2025-08,STATE-PROD-DDR4-V14-2025-09
STATE-PROD-V-NAND-V15-2025-08,STATE-PROD-V-NAND-V15-2025-09
STATE-PROD-DDR4-V16-2025-08,STATE-PROD-DDR4-V16-2025-09
STATE-PROD-V-NAND-V17-2025-08,STATE-PROD-V-NAND-V17-2025-09
STATE-PROD-DDR4-V18-2025-08,STATE-PROD-DDR4-V18-2025-09
STATE-PROD-V-NAND-V19-2025-08,STATE-PROD-V-NAND-V19-2025-09
STATE-PROD-DDR4-V20-2025-08,STATE-PROD-DDR4-V20-2025-09
STATE-PROD-HBM3E-2025-09,STATE-PROD-HBM3E-2025-10
STATE-PROD-DDR5-2025-09,STATE-PROD-DDR5-2025-10
STATE-PROD-NAND-238L-2025-09,STATE-PROD-NAND-238L-2025-10
STATE-PROD-V-NAND-V01-2025-09,STATE-PROD-V-NAND-V01-2025-10
STATE-PROD-DDR4-V02-2025-09,STATE-PROD-DDR4-V02-2025-10
STATE-PROD-V-NAND-V03-2025-09,STATE-PROD-V-NAND-V03-2025-10
STATE-PROD-DDR4-V04-2025-09,STATE-PROD-DDR4-V04-2025-10
STATE-PROD-V-NAND-V05-2025-09,STATE-PROD-V-NAND-V05-2025-10
STATE-PROD-DDR4-V06-2025-09,STATE-PROD-DDR4-V06-2025-10
STATE-PROD-V-NAND-V07-2025-09,STATE-PROD-V-NAND-V07-2025-10
STATE-PROD-DDR4-V08-2025-09,STATE-PROD-DDR4-V08-2025-10
STATE-PROD-V-NAND-V09-2025-09,STATE-PROD-V-NAND-V09-2025-10
STATE-PROD-DDR4-V10-2025-09,STATE-PROD-DDR4-V10-2025-10
STATE-PROD-V-NAND-V11-2025-09,STATE-PROD-V-NAND-V11-2025-10
STATE-PROD-DDR4-V12-2025-09,STATE-PROD-DDR4-V12-2025-10
STATE-PROD-V-NAND-V13-2025-09,STATE-PROD-V-NAND-V13-2025-10
STATE-PROD-DDR4-V14-2025-09,STATE-PROD-DDR4-V14-2025-10
STATE-PROD-V-NAND-V15-2025-09,STATE-PROD-V-NAND-V15-2025-10
STATE-PROD-DDR4-V16-2025-09,STATE-PROD-DDR4-V16-2025-10
STATE-PROD-V-NAND-V17-2025-09,STATE-PROD-V-NAND-V17-2025-10
STATE-PROD-DDR4-V18-2025-09,STATE-PROD-DDR4-V18-2025-10
STATE-PROD-V-NAND-V19-2025-09,STATE-PROD-V-NAND-V19-2025-10
STATE-PROD-DDR4-V20-2025-09,STATE-PROD-DDR4-V20-2025-10
STATE-PROD-HBM3E-2025-10,STATE-PROD-HBM3E-2025-11
STATE-PROD-DDR5-2025-10,STATE-PROD-DDR5-2025-11
STATE-PROD-NAND-238L-2025-10,STATE-PROD-NAND-238L-2025-11
STATE-PROD-V-NAND-V01-2025-10,STATE-PROD-V-NAND-V01-2025-11
STATE-PROD-DDR4-V02-2025-10,STATE-PROD-DDR4-V02-2025-11
STATE-PROD-V-NAND-V03-2025-10,STATE-PROD-V-NAND-V03-2025-11
STATE-PROD-DDR4-V04-2025-10,STATE-PROD-DDR4-V04-2025-11
STATE-PROD-V-NAND-V05-2025-10,STATE-PROD-V-NAND-V05-2025-11
STATE-PROD-DDR4-V06-2025-10,STATE-PROD-DDR4-V06-2025-11
STATE-PROD-V-NAND-V07-2025-10,STATE-PROD-V-NAND-V07-2025-11
STATE-PROD-DDR4-V08-2025-10,STATE-PROD-DDR4-V08-2025-11
STATE-PROD-V-NAND-V09-2025-10,STATE-PROD-V-NAND-V09-2025-11
STATE-PROD-DDR4-V10-2025-10,STATE-PROD-DDR4-V10-2025-11
STATE-PROD-V-NAND-V11-2025-10,STATE-PROD-V-NAND-V11-2025-11
STATE-PROD-DDR4-V12-2025-10,STATE-PROD-DDR4-V12-2025-11
STATE-PROD-V-NAND-V13-2025-10,STATE-PROD-V-NAND-V13-2025-11
STATE-PROD-DDR4-V14-2025-10,STATE-PROD-DDR4-V14-2025-11
STATE-PROD-V-NAND-V15-2025-10,STATE-PROD-V-NAND-V15-2025-11
STATE-PROD-DDR4-V16-2025-10,STATE-PROD-DDR4-V16-2025-11
STATE-PROD-V-NAND-V17-2025-10,STATE-PROD-V-NAND-V17-2025-11
STATE-PROD-DDR4-V18-2025-10,STATE-PROD-DDR4-V18-2025-11
STATE-PROD-V-NAND-V19-2025-10,STATE-PROD-V-NAND-V19-2025-11
STATE-PROD-DDR4-V20-2025-10,STATE-PROD-DDR4-V20-2025-11
STATE-PROD-HBM3E-2025-11,STATE-PROD-HBM3E-2025-12
STATE-PROD-DDR5-2025-11,STATE-PROD-DDR5-2025-12
STATE-PROD-NAND-238L-2025-11,STATE-PROD-NAND-238L-2025-12
STATE-PROD-V-NAND-V01-2025-11,STATE-PROD-V-NAND-V01-2025-12
STATE-PROD-DDR4-V02-2025-11,STATE-PROD-DDR4-V02-2025-12
STATE-PROD-V-NAND-V03-2025-11,STATE-PROD-V-NAND-V03-2025-12
STATE-PROD-DDR4-V04-2025-11,STATE-PROD-DDR4-V04-2025-12
STATE-PROD-V-NAND-V05-2025-11,STATE-PROD-V-NAND-V05-2025-12
STATE-PROD-DDR4-V06-2025-11,STATE-PROD-DDR4-V06-2025-12
STATE-PROD-V-NAND-V07-2025-11,STATE-PROD-V-NAND-V07-2025-12
STATE-PROD-DDR4-V08-2025-11,STATE-PROD-DDR4-V08-2025-12
STATE-PROD-V-NAND-V09-2025-11,STATE-PROD-V-NAND-V09-2025-12
STATE-PROD-DDR4-V10-2025-11,STATE-PROD-DDR4-V10-2025-12
STATE-PROD-V-NAND-V11-2025-11,STATE-PROD-V-NAND-V11-2025-12
STATE-PROD-DDR4-V12-2025-11,STATE-PROD-DDR4-V12-2025-12
STATE-PROD-V-NAND-V13-2025-11,STATE-PROD-V-NAND-V13-2025-12
STATE-PROD-DDR4-V14-2025-11,STATE-PROD-DDR4-V14-2025-12
STATE-PROD-V-NAND-V15-2025-11,STATE-PROD-V-NAND-V15-2025-12
STATE-PROD-DDR4-V16-2025-11,STATE-PROD-DDR4-V16-2025-12
STATE-PROD-V-NAND-V17-2025-11,STATE-PROD-V-NAND-V17-2025-12
STATE-PROD-DDR4-V18-2025-11,STATE-PROD-DDR4-V18-2025-12
STATE-PROD-V-NAND-V19-2025-11,STATE-PROD-V-NAND-V19-2025-12
STATE-PROD-DDR4-V20-2025-11,STATE-PROD-DDR4-V20-2025-12
STATE-PROD-HBM3E-2025-12,STATE-PROD-HBM3E-2026-01
STATE-PROD-DDR5-2025-12,STATE-PROD-DDR5-2026-01
STATE-PROD-NAND-238L-2025-12,STATE-PROD-NAND-238L-2026-01
STATE-PROD-V-NAND-V01-2025-12,STATE-PROD-V-NAND-V01-2026-01
STATE-PROD-DDR4-V02-2025-12,STATE-PROD-DDR4-V02-2026-01
STATE-PROD-V-NAND-V03-2025-12,STATE-PROD-V-NAND-V03-2026-01
STATE-PROD-DDR4-V04-2025-12,STATE-PROD-DDR4-V04-2026-01
STATE-PROD-V-NAND-V05-2025-12,STATE-PROD-V-NAND-V05-2026-01
STATE-PROD-DDR4-V06-2025-12,STATE-PROD-DDR4-V06-2026-01
STATE-PROD-V-NAND-V07-2025-12,STATE-PROD-V-NAND-V07-2026-01
STATE-PROD-DDR4-V08-2025-12,STATE-PROD-DDR4-V08-2026-01
STATE-PROD-V-NAND-V09-2025-12,STATE-PROD-V-NAND-V09-2026-01
STATE-PROD-DDR4-V10-2025-12,STATE-PROD-DDR4-V10-2026-01
STATE-PROD-V-NAND-V11-2025-12,STATE-PROD-V-NAND-V11-2026-01
STATE-PROD-DDR4-V12-2025-12,STATE-PROD-DDR4-V12-2026-01
STATE-PROD-V-NAND-V13-2025-12,STATE-PROD-V-NAND-V13-2026-01
STATE-PROD-DDR4-V14-2025-12,STATE-PROD-DDR4-V14-2026-01
STATE-PROD-V-NAND-V15-2025-12,STATE-PROD-V-NAND-V15-2026-01
STATE-PROD-DDR4-V16-2025-12,STATE-PROD-DDR4-V16-2026-01
STATE-PROD-V-NAND-V17-2025-12,STATE-PROD-V-NAND-V17-2026-01
STATE-PROD-DDR4-V18-2025-12,STATE-PROD-DDR4-V18-2026-01
STATE-PROD-V-NAND-V19-2025-12,STATE-PROD-V-NAND-V19-2026-01
STATE-PROD-DDR4-V20-2025-12,STATE-PROD-DDR4-V20-2026-01
